"","Name","Width","Height","Unmasked_Pixels","MeanGcc"
"169","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_174_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.448211442050064
"170","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_175_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.456601645476425
"171","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_176_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.435885692171984
"172","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_177_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.394584006089676
"173","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_178_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.443604629769906
"174","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_179_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.439634890980657
"175","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_180_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.444062438147397
"176","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_181_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.410491318651105
"177","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_182_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.433217980967731
"178","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_183_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.431655851943287
"179","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_184_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.434275119760079
"180","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_185_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.441570656241983
"181","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_186_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.444801068224254
"182","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_187_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.435516628334855
"183","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_188_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.433969205949208
"184","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_189_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.439394240015205
"185","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_190_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.432201441918552
"186","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_191_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.435310398504508
"187","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_192_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.440126354383069
"188","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_193_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.435869160120769
"189","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_194_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.423680549146527
"190","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_195_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.432694392635304
"191","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_196_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.424598378610429
"192","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_197_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.403160961779401
"193","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_198_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.380310677587847
"194","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_199_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.407232533141538
"195","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_200_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.40376993385464
"196","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_201_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.421498792460068
"197","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_202_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.372484987044757
"198","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_203_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.434547270778694
"199","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_204_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.420871287132569
"200","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_205_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.374673709126712
"201","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_206_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.423681537510259
"202","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_207_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.431485875219648
"203","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_208_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.421745511278476
"204","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_209_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.433030863115742
"205","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_210_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.430422233126842
"206","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_211_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.42677538265945
"207","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_212_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.425829578081399
"208","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_213_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.42502140526374
"209","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_214_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.424575696320939
"210","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_215_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.41597418279542
"211","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_216_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.423574409628991
"212","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_217_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.432027311125968
"213","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_218_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.423009563974159
"214","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_219_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.418059587955592
"215","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_220_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.420788300977742
"216","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_221_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.417487454722464
"217","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_222_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.42669123443821
"218","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_223_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.428196423526771
"219","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_224_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.415216588278851
"220","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_225_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.424239172784228
"221","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_226_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.426544379698569
"222","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_227_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.427598951193105
"223","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_228_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.413463044207609
"224","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_229_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.414415546160146
"225","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_230_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.424093109847307
"226","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_231_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.415009833371347
"227","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_232_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.418656221853661
"228","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_233_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.4156531649564
"229","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_234_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.40963420668883
"230","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_235_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.416733979321563
"231","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_236_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.424519009760197
"232","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_237_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.422474043726747
"233","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_238_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.413783074791117
"234","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_239_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.416389791184819
"235","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_240_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.411910034289148
"236","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_241_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.413336368934302
"237","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_242_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.408209584681532
"238","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_243_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.422036888930405
"239","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_244_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.390378174342325
"240","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_245_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.422767744192686
"241","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_246_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.410506642075829
"242","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_247_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.41930106819478
"243","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_248_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.411554408401018
"244","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_249_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.418239075996895
"245","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_250_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.410417742209302
"246","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_251_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.410973331042685
"247","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_252_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.409585390407711
"248","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_253_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.416733676586024
"249","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_254_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.415636016277408
"250","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_255_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.367121375421741
"251","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_256_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.382624460693211
"252","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_257_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.356068662831345
"253","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_258_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.418281624751336
"254","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_259_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.412453684198336
"255","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_260_1130+0900_TKY__y18_d.jpg",2272,1704,1288929,0.403209516677581
"256","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_261_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.406874101465739
"257","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_262_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.404695136089661
"258","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_263_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.405216390541249
"259","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_264_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.407354603160719
"260","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_265_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.398152432920961
"261","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_266_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.404983043884106
"262","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_267_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.39828305635218
"263","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_268_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.39249611159407
"264","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_269_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.397571927058109
"265","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_270_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.399156136656179
"266","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_271_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.403599498259076
"267","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_272_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.396170443675355
"268","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_273_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.394481500312858
"269","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_274_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.396387381548289
"270","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_275_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.389846692224597
"271","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_276_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.377404359620917
"272","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_277_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.393145917136551
"273","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_278_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.397858645079297
"274","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_279_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.4045273513177
"275","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_280_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.40117168409729
"276","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_281_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.404581656865439
"277","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_282_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.404386809893107
"278","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_283_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.401630827458687
"279","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_284_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.408443319514416
"280","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_285_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.3953647645139
"281","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_286_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.393334328356199
"282","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_287_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.383568303544789
"283","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_288_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.386623963396939
"284","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_289_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.381901005485953
"285","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_290_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.380487230220927
"286","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_291_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.374653202072358
"287","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_292_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.369451931309847
"288","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_293_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.364758635941305
"289","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_294_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.364363389262296
"290","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_295_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.358975829985006
"291","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_296_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.360199401270279
"292","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_297_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.353882392209368
"293","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_298_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.350851256534956
"294","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_299_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.347107105930308
"295","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_300_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.346009907334882
"296","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_301_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.343890256191108
"297","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_302_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.337291835508244
"298","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_303_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.3376942652151
"299","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_304_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.335683941504222
"300","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_305_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.334166504220339
"301","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_306_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.333126951561689
"302","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_307_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.332212459302381
"303","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_308_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.332519139950112
"304","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_309_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.333277805648652
"305","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_310_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.334542170265241
"306","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_311_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.336899245992935
"307","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_312_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.336091765656422
"308","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_313_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.336374406021216
"309","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_314_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.33711191449838
"310","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_315_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.336736247419355
"311","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_316_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.330575831489461
"312","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_317_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.334903443956336
"313","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_318_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.334797311963853
"314","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_319_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.336157016138756
"315","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_320_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.336149483840258
"316","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_321_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.336029654084363
"317","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_322_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.336819125652458
"318","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_323_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.336620411166146
"319","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_324_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.336767456828735
"320","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_325_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.337076954301915
"321","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_326_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.336786655383428
"322","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_327_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.332084503639781
"323","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_328_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.334517914878747
"324","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_329_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.33620563856077
"325","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_330_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.33645681003745
"326","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_331_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.334426237301949
"327","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_332_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.337585372594085
"328","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_333_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.335676705906644
"329","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_334_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.334953602129782
"330","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_335_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.332026732309123
"331","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_336_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.331071100786018
"332","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_337_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.331574649651468
"333","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_338_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.331828518384143
"334","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_339_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.332501326731937
"335","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_340_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.333231479193119
"336","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_341_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.334641419172352
"337","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_342_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.331632130708453
"338","/Users/alles/Workspace/phenology/PEN/tky-2006-y18_d-imported/dc_2006_343_1200+0900_TKY__y18_d.jpg",2272,1704,1288929,0.334891858006155
